Node_ID	9301253	cp_level	cp_r_citing_zero	cp_r_citing_nonzero	tr_citing	cp_r_cited_zero	cp_r_cited_nonzero	tr_cited	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	11	network_degree	network_indegree	network_outdegree	cluster_degree	cluster_indegree	cluster_outdegree	cp_level_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_citing_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_cited_bdid_clustered-cit_hepph_cpm_0	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	100	network_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cp_level_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_citing_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_cited_bdid_clustered-cit_hepph_cpm_0	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	297	network_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cp_level_bdid_clustered-cit_hepph_modularity	cp_r_citing_zero_bdid_clustered-cit_hepph_modularity	cp_r_citing_nonzero_bdid_clustered-cit_hepph_modularity	tr_citing_bdid_clustered-cit_hepph_modularity	cp_r_cited_zero_bdid_clustered-cit_hepph_modularity	cp_r_cited_nonzero_bdid_clustered-cit_hepph_modularity	tr_cited_bdid_clustered-cit_hepph_modularity	cp_level_bdid-cit_hepph_modularity	cp_r_citing_zero_bdid-cit_hepph_modularity	cp_r_citing_nonzero_bdid-cit_hepph_modularity	tr_citing_bdid-cit_hepph_modularity	cp_r_cited_zero_bdid-cit_hepph_modularity	cp_r_cited_nonzero_bdid-cit_hepph_modularity	tr_cited_bdid-cit_hepph_modularity	6	network_degree_degstats-cit_hepph_cleaned-cit_hepph_modularity	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_modularity
8080	3160.0	1.0	1.0	0.0	0.0	0.0	1.0	5.0	5	4	1	1	2	3	14	22.0	14	5	9	7.0	1.0	6.0	2.0	2.0	0.0	0.0	0.0	2.0	10.0	5	4	1	1	2	3	14	63.0	14	5	9	9.0	2.0	7.0	2.0	2.0	0.0	0.0	0.0	2.0	11.0	5	4	1	1	2	3	14	287.0	14	5	9	10.0	2.0	8.0	4	4	0	0	2	2	12	5	4	1	1	2	3	14	3.0	14	5	9	13	4	9
8081	2066.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	6	5	1	1	4	2	3	0.0	15	6	9	8.0	2.0	6.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	6	5	1	1	4	2	3	190.0	15	6	9	3.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	6	5	1	1	4	2	3	1995.0	15	6	9	2.0	2.0	0.0	3	2	1	1	3	0	0	6	5	1	1	4	2	3	0.0	15	6	9	9	3	6
8082	8081.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2	2	0	0	1	1	1	301.0	3	2	1	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2	2	0	0	1	1	1	190.0	3	2	1	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2	2	0	0	1	1	1	1995.0	3	2	1	2.0	1.0	1.0	2	2	0	0	1	1	1	2	2	0	0	1	1	1	0.0	3	2	1	3	2	1
8083	9607431.0	5.0	4.0	1.0	1.0	1.0	4.0	8.0	6	4	2	3	1	5	10	17.0	12	6	6	10.0	5.0	5.0	4.0	4.0	0.0	0.0	0.0	4.0	8.0	6	4	2	3	1	5	10	88.0	12	6	6	8.0	4.0	4.0	5.0	3.0	2.0	3.0	1.0	4.0	8.0	6	4	2	3	1	5	10	585.0	12	6	6	7.0	5.0	2.0	6	4	2	3	1	5	6	6	4	2	3	1	5	10	9.0	12	6	6	11	6	5
8084	2038.0	7.0	2.0	5.0	9.0	0.0	7.0	11.0	11	2	9	14	1	10	27	1.0	31	11	20	23.0	7.0	16.0	2.0	1.0	1.0	1.0	0.0	2.0	6.0	11	2	9	14	1	10	27	29.0	31	11	20	12.0	2.0	10.0	6.0	1.0	5.0	7.0	1.0	5.0	9.0	11	2	9	14	1	10	27	783.0	31	11	20	9.0	6.0	3.0	8	2	6	11	0	8	15	11	2	9	14	1	10	27	2.0	31	11	20	24	8	16
8085	2141.0	12.0	8.0	4.0	5.0	1.0	11.0	118.0	18	10	8	11	2	16	177	2.0	96	18	78	80.0	12.0	68.0	6.0	4.0	2.0	2.0	0.0	6.0	59.0	18	10	8	11	2	16	177	12.0	96	18	78	46.0	6.0	40.0	3.0	2.0	1.0	1.0	0.0	3.0	23.0	18	10	8	11	2	16	177	37.0	96	18	78	28.0	3.0	25.0	6	4	2	2	0	6	59	18	10	8	11	2	16	177	11.0	96	18	78	46	6	40
8086	9607239.0	8.0	1.0	7.0	12.0	1.0	7.0	23.0	10	3	7	14	3	7	23	17.0	16	10	6	14.0	8.0	6.0	8.0	1.0	7.0	12.0	1.0	7.0	23.0	10	3	7	14	3	7	23	118.0	16	10	6	14.0	8.0	6.0	8.0	1.0	7.0	12.0	1.0	7.0	23.0	10	3	7	14	3	7	23	158.0	16	10	6	14.0	8.0	6.0	9	2	7	13	2	7	23	10	3	7	14	3	7	23	9.0	16	10	6	15	9	6
8087	2024.0	11.0	3.0	8.0	24.0	0.0	11.0	38.0	13	3	10	28	0	13	64	7.0	43	13	30	19.0	11.0	8.0	10.0	3.0	7.0	20.0	0.0	10.0	37.0	13	3	10	28	0	13	64	2.0	43	13	30	17.0	10.0	7.0	8.0	2.0	6.0	22.0	1.0	7.0	7.0	13	3	10	28	0	13	64	199.0	43	13	30	9.0	8.0	1.0	11	3	8	24	0	11	38	13	3	10	28	0	13	64	10.0	43	13	30	21	11	10
8088	3289.0	2.0	2.0	0.0	0.0	0.0	2.0	6.0	5	3	2	2	0	5	12	13.0	13	5	8	8.0	2.0	6.0	4.0	2.0	2.0	2.0	0.0	4.0	6.0	5	3	2	2	0	5	12	197.0	13	5	8	6.0	4.0	2.0	3.0	1.0	2.0	2.0	0.0	3.0	4.0	5	3	2	2	0	5	12	302.0	13	5	8	5.0	3.0	2.0	2	2	0	0	0	2	6	5	3	2	2	0	5	12	7.0	13	5	8	8	2	6
8089	7341.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	5.0	25	1	24	20.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	54.0	25	1	24	9.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	389.0	25	1	24	8.0	0.0	8.0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	7.0	25	1	24	20	0	20
8090	9082.0	23.0	8.0	15.0	34.0	2.0	21.0	40.0	24	8	16	35	2	22	42	1.0	36	24	12	34.0	23.0	11.0	19.0	8.0	11.0	25.0	2.0	17.0	25.0	24	8	16	35	2	22	42	1.0	36	24	12	26.0	19.0	7.0	5.0	3.0	2.0	3.0	3.0	2.0	5.0	24	8	16	35	2	22	42	341.0	36	24	12	8.0	5.0	3.0	23	8	15	34	2	21	40	24	8	16	35	2	22	42	2.0	36	24	12	34	23	11
8091	2250.0	11.0	5.0	6.0	10.0	0.0	11.0	51.0	14	6	8	15	0	14	65	10.0	40	14	26	36.0	11.0	25.0	10.0	4.0	6.0	10.0	0.0	10.0	48.0	14	6	8	15	0	14	65	17.0	40	14	26	26.0	10.0	16.0	6.0	3.0	3.0	4.0	0.0	6.0	32.0	14	6	8	15	0	14	65	5.0	40	14	26	17.0	6.0	11.0	11	5	6	10	0	11	49	14	6	8	15	0	14	65	12.0	40	14	26	27	11	16
8092	6136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1.0	17	0	17	17.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	7.0	17	0	17	17.0	0.0	17.0								0	0	0	0	0	0	0	3098.0	17	0	17				0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	17	0	17	17	0	17
8093	2147.0	2.0	2.0	0.0	0.0	0.0	2.0	15.0	2	2	0	0	0	2	15	2.0	26	2	24	26.0	2.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	15	50.0	26	2	24	11.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	15	69.0	26	2	24	8.0	0.0	8.0	2	2	0	0	0	2	15	2	2	0	0	0	2	15	3.0	26	2	24	26	2	24
8094	7088.0	6.0	3.0	3.0	4.0	0.0	6.0	22.0	7	3	4	7	0	7	27	3.0	19	7	12	17.0	6.0	11.0	6.0	2.0	4.0	7.0	0.0	6.0	22.0	7	3	4	7	0	7	27	201.0	19	7	12	13.0	6.0	7.0	4.0	1.0	3.0	5.0	0.0	4.0	16.0	7	3	4	7	0	7	27	308.0	19	7	12	10.0	4.0	6.0	3	1	2	3	0	3	13	7	3	4	7	0	7	27	8.0	19	7	12	13	3	10
8095	1306.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	1	0	0	2.0	6	1	5	6.0	1.0	5.0								1	1	0	0	1	0	0	1786.0	6	1	5				0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	1746.0	6	1	5	1.0	0.0	1.0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	3.0	6	1	5	6	1	5
8096	5164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	16.0	6	1	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	31.0	6	1	5	5.0	0.0	5.0								1	1	0	0	1	0	0	4488.0	6	1	5				0	0	0	0	0	0	0	1	1	0	0	1	0	0	6.0	6	1	5	5	0	5
8097	6196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	19.0	10	1	9	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	36.0	10	1	9	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	2232.0	10	1	9	1.0	0.0	1.0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	11.0	10	1	9	8	0	8
8098	9304214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	24.0	3	0	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	96.0	3	0	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1322.0	3	0	3	3.0	0.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	3	0	3	3	0	3
8099	3028.0	12.0	5.0	7.0	17.0	0.0	12.0	38.0	12	5	7	17	0	12	38	10.0	18	12	6	18.0	12.0	6.0	6.0	3.0	3.0	6.0	0.0	6.0	20.0	12	5	7	17	0	12	38	24.0	18	12	6	10.0	6.0	4.0	4.0	2.0	2.0	3.0	0.0	4.0	13.0	12	5	7	17	0	12	38	338.0	18	12	6	8.0	4.0	4.0	12	5	7	17	0	12	38	12	5	7	17	0	12	38	8.0	18	12	6	18	12	6
8100	3238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	15	0	15	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	32.0	15	0	15	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	742.0	15	0	15	2.0	0.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	15	0	15	7	0	7
8101	3032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	10.0	37	0	37	31.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	24.0	37	0	37	32.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	8.0	37	0	37	30.0	0.0	30.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	37	0	37	35	0	35
8102	1295.0	25.0	9.0	16.0	44.0	0.0	25.0	268.0	39	15	24	64	1	38	402	10.0	87	39	48	58.0	25.0	33.0	25.0	9.0	16.0	44.0	0.0	25.0	271.0	39	15	24	64	1	38	402	24.0	87	39	48	57.0	25.0	32.0	17.0	7.0	10.0	30.0	0.0	17.0	223.0	39	15	24	64	1	38	402	8.0	87	39	48	45.0	17.0	28.0	27	9	18	53	0	27	331	39	15	24	64	1	38	402	8.0	87	39	48	68	27	41
8103	1172.0	6.0	4.0	2.0	2.0	0.0	6.0	37.0	15	10	5	5	1	14	65	0.0	30	15	15	17.0	6.0	11.0	5.0	4.0	1.0	1.0	0.0	5.0	25.0	15	10	5	5	1	14	65	5.0	30	15	15	16.0	5.0	11.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	15	10	5	5	1	14	65	291.0	30	15	15	6.0	1.0	5.0	6	4	2	2	0	6	37	15	10	5	5	1	14	65	4.0	30	15	15	17	6	11
8104	101224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	5.0	5	0	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	105.0	5	0	5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1453.0	5	0	5	1.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	5	0	5	5	0	5
8105	3072.0	11.0	5.0	6.0	12.0	0.0	11.0	80.0	14	6	8	15	0	14	96	2.0	36	14	22	26.0	11.0	15.0	10.0	5.0	5.0	10.0	0.0	10.0	48.0	14	6	8	15	0	14	96	50.0	36	14	22	20.0	10.0	10.0	10.0	5.0	5.0	10.0	0.0	10.0	48.0	14	6	8	15	0	14	96	249.0	36	14	22	18.0	10.0	8.0	11	5	6	12	0	11	80	14	6	8	15	0	14	96	3.0	36	14	22	26	11	15
8107	4139.0	7.0	5.0	2.0	4.0	0.0	7.0	47.0	7	5	2	4	0	7	53	1.0	19	7	12	18.0	7.0	11.0	7.0	5.0	2.0	4.0	0.0	7.0	47.0	7	5	2	4	0	7	53	7.0	19	7	12	18.0	7.0	11.0	3.0	3.0	0.0	0.0	0.0	3.0	14.0	7	5	2	4	0	7	53	34.0	19	7	12	9.0	3.0	6.0	7	5	2	4	0	7	47	7	5	2	4	0	7	53	2.0	19	7	12	18	7	11
8108	2132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	10	5.0	23	2	21	14.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	10	14.0	23	2	21	13.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	10	592.0	23	2	21	4.0	0.0	4.0	0	0	0	0	0	0	0	2	2	0	0	0	2	10	7.0	23	2	21	14	0	14
8109	9402283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	1	1	2	13.0	7	2	5	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	1	1	2	279.0	7	2	5	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	1	1	2	2827.0	7	2	5	1.0	0.0	1.0	2	2	0	0	1	1	1	2	2	0	0	1	1	2	1.0	7	2	5	5	2	3
8110	7001.0	5.0	1.0	4.0	9.0	0.0	5.0	10.0	5	1	4	9	0	5	13	2.0	11	5	6	9.0	5.0	4.0	2.0	1.0	1.0	1.0	0.0	2.0	4.0	5	1	4	9	0	5	13	376.0	11	5	6	4.0	2.0	2.0	3.0	1.0	2.0	3.0	0.0	3.0	7.0	5	1	4	9	0	5	13	583.0	11	5	6	6.0	3.0	3.0	4	1	3	6	0	4	9	5	1	4	9	0	5	13	3.0	11	5	6	8	4	4
8111	6069.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	1	1	0	0	0	1	3	25.0	9	1	8	5.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	3	264.0	9	1	8	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	3	1407.0	9	1	8	2.0	0.0	2.0	1	1	0	0	0	1	3	1	1	0	0	0	1	3	8.0	9	1	8	7	1	6
8112	4104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	1	38.0	4	1	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	1	367.0	4	1	3	3.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1	1	0	0	0	1	1	1472.0	4	1	3	3.0	1.0	2.0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	9.0	4	1	3	3	1	2
8113	3172.0	4.0	1.0	3.0	4.0	0.0	4.0	38.0	4	1	3	4	0	4	38	8.0	17	4	13	17.0	4.0	13.0	4.0	1.0	3.0	4.0	0.0	4.0	38.0	4	1	3	4	0	4	38	21.0	17	4	13	17.0	4.0	13.0	4.0	1.0	3.0	4.0	0.0	4.0	38.0	4	1	3	4	0	4	38	22.0	17	4	13	17.0	4.0	13.0	4	1	3	4	0	4	38	4	1	3	4	0	4	38	5.0	17	4	13	17	4	13
8114	9406204.0	8.0	3.0	5.0	12.0	1.0	7.0	39.0	12	5	7	18	4	8	40	12.0	25	12	13	21.0	8.0	13.0	9.0	3.0	6.0	16.0	2.0	7.0	39.0	12	5	7	18	4	8	40	71.0	25	12	13	22.0	9.0	13.0	5.0	2.0	3.0	8.0	0.0	5.0	35.0	12	5	7	18	4	8	40	65.0	25	12	13	18.0	5.0	13.0	8	4	4	9	0	8	40	12	5	7	18	4	8	40	0.0	25	12	13	21	8	13
8115	9311269.0	5.0	2.0	3.0	3.0	1.0	4.0	6.0	5	2	3	3	1	4	6	0.0	12	5	7	12.0	5.0	7.0	3.0	1.0	2.0	2.0	1.0	2.0	4.0	5	2	3	3	1	4	6	60.0	12	5	7	6.0	3.0	3.0	2.0	1.0	1.0	1.0	0.0	2.0	4.0	5	2	3	3	1	4	6	186.0	12	5	7	6.0	2.0	4.0	5	2	3	3	1	4	6	5	2	3	3	1	4	6	4.0	12	5	7	12	5	7
8116	2283.0	6.0	3.0	3.0	4.0	1.0	5.0	15.0	6	3	3	4	1	5	15	7.0	15	6	9	12.0	6.0	6.0	5.0	2.0	3.0	4.0	0.0	5.0	12.0	6	3	3	4	1	5	15	2.0	15	6	9	8.0	5.0	3.0	3.0	1.0	2.0	3.0	1.0	2.0	3.0	6	3	3	4	1	5	15	285.0	15	6	9	5.0	3.0	2.0	5	2	3	4	1	4	12	6	3	3	4	1	5	15	10.0	15	6	9	11	5	6
8117	1175.0	8.0	4.0	4.0	6.0	0.0	8.0	66.0	8	4	4	6	0	8	66	0.0	31	8	23	31.0	8.0	23.0	6.0	4.0	2.0	4.0	0.0	6.0	44.0	8	4	4	6	0	8	66	95.0	31	8	23	27.0	6.0	21.0	6.0	4.0	2.0	3.0	0.0	6.0	50.0	8	4	4	6	0	8	66	79.0	31	8	23	27.0	6.0	21.0	8	4	4	6	0	8	66	8	4	4	6	0	8	66	4.0	31	8	23	31	8	23
8118	9501384.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1	1	0	0	0	1	2	11.0	9	1	8	9.0	1.0	8.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1	1	0	0	0	1	2	203.0	9	1	8	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	2	1057.0	9	1	8	3.0	0.0	3.0	1	1	0	0	0	1	2	1	1	0	0	0	1	2	6.0	9	1	8	9	1	8
8119	2188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	87.0	4	1	3	3.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	1	0	0	375.0	4	1	3	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	1363.0	4	1	3	3.0	0.0	3.0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1.0	4	1	3	4	1	3
8120	1115.0	2.0	2.0	0.0	0.0	0.0	2.0	13.0	5	3	2	3	0	5	30	7.0	32	5	27	26.0	2.0	24.0	2.0	2.0	0.0	0.0	0.0	2.0	13.0	5	3	2	3	0	5	30	2.0	32	5	27	26.0	2.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	3	2	3	0	5	30	1.0	32	5	27	19.0	0.0	19.0	2	2	0	0	0	2	13	5	3	2	3	0	5	30	10.0	32	5	27	26	2	24
8121	5104.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	4	4	0	0	1	3	3	7.0	5	4	1	4.0	4.0	0.0	4.0	4.0	0.0	0.0	1.0	3.0	3.0	4	4	0	0	1	3	3	28.0	5	4	1	5.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4	4	0	0	1	3	3	1712.0	5	4	1	1.0	1.0	0.0	4	4	0	0	1	3	3	4	4	0	0	1	3	3	3.0	5	4	1	5	4	1
8122	9509333.0	4.0	2.0	2.0	3.0	4.0	0.0	0.0	4	2	2	3	4	0	0	8.0	5	4	1	4.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4	2	2	3	4	0	0	761.0	5	4	1	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4	2	2	3	4	0	0	2686.0	5	4	1	1.0	1.0	0.0	4	2	2	3	4	0	0	4	2	2	3	4	0	0	5.0	5	4	1	5	4	1
8123	9303311.0	3.0	2.0	1.0	1.0	0.0	3.0	10.0	3	2	1	1	0	3	10	11.0	10	3	7	10.0	3.0	7.0	3.0	2.0	1.0	1.0	0.0	3.0	10.0	3	2	1	1	0	3	10	13.0	10	3	7	10.0	3.0	7.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	3	2	1	1	0	3	10	1034.0	10	3	7	2.0	2.0	0.0	3	2	1	1	0	3	10	3	2	1	1	0	3	10	6.0	10	3	7	10	3	7
8124	1150.0	8.0	6.0	2.0	2.0	0.0	8.0	70.0	14	10	4	5	5	9	74	11.0	101	14	87	70.0	8.0	62.0	5.0	4.0	1.0	1.0	0.0	5.0	53.0	14	10	4	5	5	9	74	13.0	101	14	87	47.0	5.0	42.0	4.0	3.0	1.0	1.0	0.0	4.0	34.0	14	10	4	5	5	9	74	46.0	101	14	87	27.0	4.0	23.0	9	7	2	2	1	8	70	14	10	4	5	5	9	74	6.0	101	14	87	71	9	62
8125	1295.0	9.0	3.0	6.0	9.0	1.0	8.0	37.0	9	3	6	9	1	8	41	0.0	28	9	19	24.0	9.0	15.0	5.0	3.0	2.0	2.0	1.0	4.0	27.0	9	3	6	9	1	8	41	86.0	28	9	19	17.0	5.0	12.0	5.0	2.0	3.0	3.0	0.0	5.0	29.0	9	3	6	9	1	8	41	217.0	28	9	19	17.0	5.0	12.0	8	3	5	8	1	7	36	9	3	6	9	1	8	41	0.0	28	9	19	23	8	15
8126	9803315.0	2.0	2.0	0.0	0.0	0.0	2.0	5.0	2	2	0	0	0	2	5	7.0	6	2	4	6.0	2.0	4.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2	2	0	0	0	2	5	165.0	6	2	4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	5	906.0	6	2	4	1.0	0.0	1.0	2	2	0	0	0	2	5	2	2	0	0	0	2	5	10.0	6	2	4	6	2	4
8127	1169.0	13.0	3.0	10.0	23.0	0.0	13.0	172.0	13	3	10	23	0	13	175	0.0	89	13	76	84.0	13.0	71.0	8.0	2.0	6.0	14.0	0.0	8.0	114.0	13	3	10	23	0	13	175	4.0	89	13	76	63.0	8.0	55.0	3.0	1.0	2.0	3.0	0.0	3.0	18.0	13	3	10	23	0	13	175	238.0	89	13	76	16.0	3.0	13.0	13	3	10	23	0	13	175	13	3	10	23	0	13	175	0.0	89	13	76	87	13	74
8128	9711287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	10.0	2	0	2	2.0	0.0	2.0								0	0	0	0	0	0	0	1271.0	2	0	2											0	0	0	0	0	0	0	3526.0	2	0	2				0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	2	0	2	2	0	2
8129	4171.0	21.0	5.0	16.0	38.0	1.0	20.0	37.0	21	5	16	38	1	20	37	2.0	24	21	3	24.0	21.0	3.0	15.0	4.0	11.0	22.0	1.0	14.0	20.0	21	5	16	38	1	20	37	3.0	24	21	3	17.0	15.0	2.0	11.0	2.0	9.0	25.0	11.0	0.0	0.0	21	5	16	38	1	20	37	265.0	24	21	3	11.0	11.0	0.0	21	5	16	38	1	20	37	21	5	16	38	1	20	37	3.0	24	21	3	24	21	3
